Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
LG,Model10688,192.0,A++,Side-by-Side,Water Dispenser,Black,Plastic,2.0,India,1649.0,4455.0,Text10688,Category1
Haier,Model10689,580.0,A,Single Door,Smart Connectivity,White,Glass,5.0,USA,1335.0,,Text10689,Category3
GE,Model10690,397.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,1.0,India,1858.0,3399.0,Text10690,Category1
Panasonic,Model10691,322.0,A,Single Door,Ice Dispenser,White,Glass,6.0,Germany,258.0,4372.0,Text10691,Category2
Haier,Model10692,685.0,A,Side-by-Side,Ice Dispenser,White,Glass,6.0,USA,977.0,1900.0,Text10692,Category1
Haier,Model10693,710.0,B,Single Door,Water Dispenser,Silver,Glass,2.0,Germany,1680.0,2988.0,Text10693,Category1
Siemens,Model10694,588.0,A++,Single Door,Ice Dispenser,Gray,Plastic,5.0,Germany,715.0,2212.0,Text10694,Category3
LG,Model10695,620.0,,Double Door,Water Dispenser,Silver,Glass,3.0,China,1565.0,4772.0,Text10695,Category2
Whirlpool,Model10696,797.0,B,Double Door,Water Dispenser,Silver,Glass,2.0,China,1935.0,1542.0,Text10696,Category1
Whirlpool,Model10697,458.0,A+,Side-by-Side,Ice Dispenser,White,Stainless Steel,2.0,USA,1948.0,1540.0,Text10697,Category3
Siemens,Model10698,476.0,A,Single Door,Smart Connectivity,Silver,Plastic,7.0,Germany,1206.0,3321.0,Text10698,Category2
Siemens,Model10699,350.0,A,Side-by-Side,Ice Dispenser,White,Glass,4.0,USA,858.0,4645.0,Text10699,Category2
Siemens,,289.0,B,Double Door,Ice Dispenser,Gray,Stainless Steel,2.0,Germany,434.0,3384.0,Text10700,Category1
Siemens,,343.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,4.0,China,1736.0,2857.0,Text10701,Category3
Frigidaire,Model10702,231.0,A,Single Door,Ice Dispenser,Gray,Glass,2.0,,1409.0,2581.0,Text10702,Category1
Frigidaire,Model10703,499.0,B,Side-by-Side,None,Silver,Stainless Steel,3.0,China,1076.0,3211.0,Text10703,Category2
Siemens,Model10704,438.0,B,Side-by-Side,None,Black,Glass,4.0,USA,1324.0,1035.0,Text10704,
Siemens,Model10705,587.0,A++,Double Door,Ice Dispenser,White,Plastic,6.0,India,658.0,3546.0,Text10705,
Haier,Model10706,527.0,B,Single Door,None,White,Plastic,8.0,USA,510.0,4954.0,Text10706,Category1
Electrolux,Model10707,,B,Single Door,Water Dispenser,White,Plastic,2.0,USA,539.0,3131.0,Text10707,Category1
Whirlpool,Model10708,514.0,B,Double Door,Smart Connectivity,Black,Plastic,7.0,China,386.0,3244.0,Text10708,Category2
Siemens,Model10709,128.0,B,Single Door,Ice Dispenser,Silver,Glass,6.0,India,805.0,,Text10709,Category2
Samsung,Model10710,345.0,B,Single Door,None,Silver,Stainless Steel,3.0,China,1013.0,1139.0,Text10710,Category3
Whirlpool,Model10711,259.0,B,Side-by-Side,Water Dispenser,Black,Stainless Steel,1.0,USA,453.0,2580.0,Text10711,Category2
GE,Model10712,180.0,B,Single Door,None,Silver,,4.0,China,865.0,2738.0,Text10712,Category3
LG,Model10713,247.0,A,,Smart Connectivity,White,Stainless Steel,2.0,India,1991.0,2881.0,Text10713,Category1
Haier,,428.0,B,Double Door,Water Dispenser,Gray,Glass,7.0,China,627.0,4338.0,Text10714,Category1
LG,Model10715,628.0,,Single Door,Water Dispenser,Gray,Glass,7.0,India,1140.0,1559.0,Text10715,
Bosch,Model10716,289.0,A++,Double Door,,White,Stainless Steel,8.0,India,1032.0,2526.0,Text10716,Category3
Electrolux,Model10717,621.0,A,,None,Silver,Glass,5.0,China,,,Text10717,Category3
Samsung,Model10718,,A,Single Door,Water Dispenser,Black,Plastic,7.0,India,241.0,3881.0,Text10718,
Frigidaire,Model10719,480.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,2.0,Germany,1782.0,2712.0,Text10719,Category1
GE,Model10720,254.0,A+,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,5.0,India,1565.0,1206.0,Text10720,Category1
LG,Model10721,369.0,B,Side-by-Side,Water Dispenser,Gray,Stainless Steel,7.0,China,1688.0,1376.0,Text10721,Category3
Frigidaire,Model10722,641.0,A++,Single Door,None,Black,Glass,7.0,USA,1273.0,3660.0,Text10722,Category2
Haier,Model10723,103.0,A+,Side-by-Side,Ice Dispenser,Gray,Plastic,3.0,USA,1871.0,2655.0,Text10723,Category1
Whirlpool,Model10724,539.0,A+,Single Door,Water Dispenser,White,Plastic,3.0,,876.0,2593.0,Text10724,Category2
Haier,Model10725,503.0,A,Double Door,None,Black,Glass,,India,301.0,4076.0,Text10725,Category1
Electrolux,Model10726,291.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,2.0,USA,525.0,3013.0,Text10726,Category2
Panasonic,Model10727,476.0,A,Single Door,None,White,Plastic,6.0,India,363.0,1889.0,Text10727,Category1
Frigidaire,Model10728,774.0,A++,Single Door,,Silver,Stainless Steel,5.0,Germany,1629.0,1381.0,Text10728,Category3
Haier,Model10729,106.0,A++,Single Door,Smart Connectivity,,Glass,2.0,China,714.0,2829.0,Text10729,Category3
Bosch,Model10730,305.0,A+,Side-by-Side,Smart Connectivity,Silver,,7.0,Germany,821.0,1281.0,Text10730,Category3
Whirlpool,Model10731,645.0,A+,Double Door,Ice Dispenser,Silver,Plastic,4.0,China,1507.0,1767.0,Text10731,Category3
Whirlpool,Model10732,457.0,B,Side-by-Side,Water Dispenser,White,Plastic,6.0,Germany,1511.0,3908.0,Text10732,Category1
LG,Model10733,516.0,A,Single Door,Smart Connectivity,Silver,Glass,6.0,USA,1833.0,4763.0,Text10733,Category2
Whirlpool,Model10734,449.0,A+,Side-by-Side,None,Black,Stainless Steel,3.0,China,,2855.0,Text10734,Category1
LG,Model10735,516.0,B,Side-by-Side,Water Dispenser,Gray,Glass,4.0,India,,1651.0,Text10735,Category1
Siemens,Model10736,301.0,A++,Double Door,Smart Connectivity,Silver,Glass,4.0,China,1293.0,3774.0,Text10736,
LG,Model10737,209.0,A,Side-by-Side,Water Dispenser,Gray,Stainless Steel,8.0,,342.0,3056.0,Text10737,Category3
Haier,Model10738,548.0,A+,Double Door,,Gray,Plastic,6.0,USA,1891.0,2325.0,Text10738,Category1
Bosch,Model10739,757.0,B,Single Door,Water Dispenser,Black,Glass,9.0,USA,748.0,4017.0,Text10739,Category3
Siemens,Model10740,127.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,2.0,USA,1016.0,4042.0,Text10740,Category1
LG,Model10741,501.0,A++,Double Door,None,Gray,Stainless Steel,8.0,China,1166.0,2580.0,Text10741,Category2
Siemens,Model10742,206.0,A,Side-by-Side,None,Black,Plastic,9.0,Germany,515.0,2137.0,Text10742,Category1
Frigidaire,Model10743,156.0,B,Side-by-Side,None,Silver,Glass,3.0,Germany,833.0,4791.0,Text10743,Category1
Frigidaire,Model10744,270.0,A++,Single Door,None,Silver,Glass,6.0,Germany,634.0,2627.0,Text10744,Category1
Whirlpool,Model10745,368.0,,Double Door,Ice Dispenser,,Stainless Steel,8.0,India,1724.0,2805.0,,
Electrolux,Model10746,629.0,B,Double Door,Water Dispenser,White,Stainless Steel,5.0,India,834.0,4626.0,Text10746,Category3
Bosch,Model10747,101.0,A+,Single Door,Ice Dispenser,Silver,Stainless Steel,4.0,,1340.0,1584.0,Text10747,Category3
GE,Model10748,579.0,A,Side-by-Side,Water Dispenser,Gray,Stainless Steel,7.0,India,1017.0,1287.0,Text10748,Category1
Frigidaire,Model10749,305.0,B,Side-by-Side,Water Dispenser,Gray,Plastic,,USA,,4128.0,Text10749,Category2
Panasonic,Model10750,619.0,A++,Side-by-Side,None,Black,Stainless Steel,3.0,USA,1628.0,2515.0,Text10750,Category2
Electrolux,Model10751,295.0,A,Single Door,Smart Connectivity,,Stainless Steel,2.0,USA,1818.0,4887.0,Text10751,Category2
Frigidaire,Model10752,352.0,A++,Double Door,Water Dispenser,Black,Glass,1.0,China,286.0,2198.0,Text10752,Category2
Frigidaire,Model10753,577.0,A+,Double Door,Ice Dispenser,Silver,Glass,2.0,USA,540.0,2816.0,Text10753,Category1
Siemens,Model10754,166.0,B,Side-by-Side,Water Dispenser,Silver,Stainless Steel,2.0,USA,1768.0,2972.0,Text10754,Category3
Whirlpool,Model10755,139.0,A,Single Door,Water Dispenser,,Plastic,2.0,India,568.0,3172.0,Text10755,Category3
Frigidaire,Model10756,720.0,A++,Double Door,Water Dispenser,Black,,,India,1404.0,3912.0,Text10756,Category3
Whirlpool,Model10757,402.0,A,Double Door,None,White,Plastic,,USA,1615.0,3842.0,Text10757,Category1
Panasonic,,378.0,A++,Double Door,None,Black,Stainless Steel,6.0,Germany,1628.0,4165.0,Text10758,Category3
Samsung,Model10759,588.0,A,Single Door,None,Gray,Stainless Steel,3.0,Germany,,4590.0,Text10759,Category3
Frigidaire,Model10760,362.0,A++,Side-by-Side,None,Black,Glass,1.0,Germany,,1008.0,Text10760,Category3
Haier,Model10761,404.0,A++,,None,Silver,Glass,9.0,India,453.0,3698.0,Text10761,Category2
Samsung,Model10762,404.0,A++,Side-by-Side,None,Black,Stainless Steel,7.0,USA,581.0,1657.0,Text10762,Category2
Samsung,Model10763,310.0,A+,Single Door,Ice Dispenser,Silver,Stainless Steel,5.0,USA,1021.0,3853.0,Text10763,
Samsung,Model10764,739.0,B,Single Door,Ice Dispenser,Silver,Stainless Steel,2.0,China,1772.0,1271.0,Text10764,
Bosch,Model10765,223.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,1.0,USA,230.0,4223.0,Text10765,Category1
Samsung,Model10766,107.0,B,Double Door,Water Dispenser,White,Glass,8.0,USA,1677.0,2354.0,Text10766,Category2
Electrolux,Model10767,631.0,A++,Side-by-Side,Ice Dispenser,Black,Stainless Steel,,USA,594.0,2822.0,Text10767,Category3
Bosch,Model10768,259.0,A++,,None,Black,Plastic,1.0,China,1281.0,1974.0,Text10768,Category1
LG,Model10769,177.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,China,499.0,3179.0,Text10769,Category1
Whirlpool,Model10770,500.0,A+,Double Door,,,Plastic,6.0,India,1358.0,1771.0,Text10770,Category1
Frigidaire,Model10771,532.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,1.0,,587.0,2419.0,Text10771,Category2
LG,Model10772,336.0,A,Double Door,Ice Dispenser,White,Plastic,2.0,India,,1882.0,Text10772,Category3
Samsung,Model10773,296.0,,Single Door,,White,Glass,3.0,China,1581.0,3831.0,,Category3
Samsung,Model10774,526.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,USA,336.0,4630.0,Text10774,Category1
Siemens,Model10775,673.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,2.0,,1486.0,2282.0,Text10775,Category1
Electrolux,Model10776,683.0,A++,Double Door,Water Dispenser,Silver,Stainless Steel,4.0,USA,964.0,3730.0,Text10776,Category3
Samsung,Model10777,,A+,Single Door,Smart Connectivity,Black,,4.0,China,1620.0,4303.0,Text10777,Category3
LG,Model10778,784.0,B,Single Door,None,White,Plastic,4.0,USA,363.0,4285.0,Text10778,Category3
Bosch,Model10779,106.0,A+,Single Door,Smart Connectivity,,Plastic,9.0,India,1657.0,3477.0,Text10779,Category3
Bosch,Model10780,691.0,B,Double Door,Smart Connectivity,Silver,Plastic,,,1708.0,2206.0,Text10780,Category3
Siemens,Model10781,322.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,2.0,Germany,227.0,3284.0,Text10781,Category2
Frigidaire,Model10782,667.0,A,Single Door,Ice Dispenser,White,Plastic,9.0,Germany,497.0,1289.0,Text10782,Category3
Frigidaire,,237.0,A+,Side-by-Side,None,Black,Plastic,9.0,USA,1069.0,3697.0,Text10783,Category2
Haier,Model10784,752.0,A++,Single Door,Ice Dispenser,White,Plastic,7.0,USA,1466.0,1025.0,Text10784,Category1
Bosch,Model10785,,A++,Side-by-Side,Ice Dispenser,Black,Stainless Steel,8.0,Germany,1362.0,4607.0,Text10785,Category2
Electrolux,Model10786,192.0,A+,Single Door,Ice Dispenser,White,Glass,1.0,China,1186.0,2088.0,Text10786,Category2
Bosch,Model10787,790.0,A++,Single Door,Water Dispenser,Gray,Glass,5.0,Germany,1208.0,,Text10787,Category2
Electrolux,Model10788,130.0,B,Single Door,Ice Dispenser,Silver,Glass,2.0,China,1995.0,4880.0,Text10788,Category1
Panasonic,Model10789,220.0,A,Double Door,Smart Connectivity,Silver,Glass,5.0,China,1707.0,3934.0,Text10789,
Bosch,Model10790,751.0,A,Side-by-Side,Water Dispenser,White,Glass,6.0,USA,849.0,4698.0,Text10790,Category1
Haier,,444.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,Germany,661.0,1854.0,Text10791,Category2
Bosch,Model10792,101.0,A,Side-by-Side,Water Dispenser,Black,Glass,2.0,China,1533.0,4285.0,Text10792,Category2
Whirlpool,Model10793,564.0,A+,Single Door,Smart Connectivity,Black,Plastic,5.0,Germany,841.0,3675.0,Text10793,Category2
Siemens,Model10794,,A,Double Door,Water Dispenser,Silver,Stainless Steel,3.0,USA,1742.0,4196.0,Text10794,Category1
GE,Model10795,513.0,,Single Door,None,Gray,Stainless Steel,9.0,USA,1802.0,1447.0,Text10795,Category1
Haier,Model10796,751.0,A,Double Door,None,Silver,Stainless Steel,3.0,India,1083.0,1469.0,Text10796,Category2
Whirlpool,Model10797,702.0,B,Side-by-Side,None,,Stainless Steel,1.0,,1514.0,3069.0,Text10797,Category2
Panasonic,,408.0,A,Single Door,,Silver,,2.0,USA,1066.0,2848.0,,Category2
Frigidaire,Model10799,576.0,B,Single Door,Smart Connectivity,Silver,Glass,6.0,,1496.0,1863.0,Text10799,Category2
Bosch,Model10800,718.0,B,Single Door,Smart Connectivity,White,,8.0,USA,397.0,1873.0,Text10800,Category2
Bosch,Model10801,190.0,A,Side-by-Side,None,White,Stainless Steel,7.0,China,383.0,2005.0,Text10801,Category2
Panasonic,Model10802,580.0,B,Single Door,Ice Dispenser,Black,Plastic,5.0,Germany,1623.0,1286.0,Text10802,Category3
Frigidaire,Model10803,593.0,,Single Door,Smart Connectivity,Black,Plastic,7.0,India,465.0,2229.0,Text10803,Category3
Bosch,Model10804,513.0,,Single Door,Water Dispenser,White,,2.0,India,336.0,2235.0,Text10804,Category3
Br@ndX,Model10805,355.0,B,Double Door,None,Gray,Stainless Steel,5.0,USA,596.0,4344.0,,Category1
Electrolux,Model10806,747.0,B,Side-by-Side,Ice Dispenser,White,Plastic,4.0,USA,1392.0,1513.0,Text10806,Category1
Bosch,Model10807,686.0,A++,Double Door,Water Dispenser,Black,Glass,4.0,USA,239.0,2591.0,Text10807,Category3
LG,Model10808,521.0,A+,Double Door,Water Dispenser,Black,Stainless Steel,6.0,India,915.0,2027.0,,Category1
Panasonic,Model10809,551.0,A+,Single Door,Smart Connectivity,White,Glass,3.0,China,822.0,1351.0,Text10809,Category1
Haier,Model10810,220.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,2.0,India,1904.0,4359.0,Text10810,Category1
Bosch,Model10811,415.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,9.0,USA,1610.0,3260.0,Text10811,Category2
Whirlpool,Model10812,518.0,A+,Double Door,Ice Dispenser,Silver,Glass,9.0,India,1855.0,1722.0,Text10812,Category3
Frigidaire,Model10813,229.0,A,Double Door,Ice Dispenser,Black,Glass,6.0,,1917.0,4036.0,Text10813,Category2
GE,Model10814,544.0,A+,Double Door,Ice Dispenser,Black,Stainless Steel,9.0,China,1203.0,1566.0,Text10814,Category1
Whirlpool,,666.0,,,Smart Connectivity,Silver,Glass,6.0,USA,311.0,4545.0,Text10815,Category1
Bosch,Model10816,701.0,A,Side-by-Side,Ice Dispenser,Black,Plastic,1.0,India,742.0,2529.0,Text10816,Category2
Samsung,Model10817,,A,Single Door,Smart Connectivity,Black,Glass,4.0,Germany,493.0,2416.0,Text10817,Category1
GE,Model10818,134.0,B,,Smart Connectivity,Black,Glass,6.0,,701.0,3046.0,Text10818,Category3
Panasonic,Model10819,404.0,A,Double Door,Smart Connectivity,Gray,Plastic,4.0,China,1157.0,1882.0,Text10819,Category2
Frigidaire,Model10820,709.0,A+,Side-by-Side,None,White,Glass,7.0,India,1035.0,2281.0,Text10820,Category3
GE,Model10821,406.0,A,Single Door,Water Dispenser,Black,Glass,7.0,USA,1171.0,4937.0,Text10821,Category1
Samsung,Model10822,231.0,A++,,Water Dispenser,Silver,Stainless Steel,7.0,Germany,426.0,3029.0,Text10822,Category1
Bosch,Model10823,795.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,2.0,USA,496.0,2634.0,Text10823,Category2
Siemens,Model10824,131.0,A,Side-by-Side,Water Dispenser,,Glass,4.0,Germany,1216.0,3496.0,Text10824,Category2
LG,Model10825,431.0,A+,Single Door,Smart Connectivity,Gray,Glass,3.0,India,1488.0,2982.0,Text10825,Category3
Haier,Model10826,,A+,Side-by-Side,Ice Dispenser,White,Stainless Steel,4.0,China,309.0,4259.0,Text10826,Category1
Siemens,Model10827,647.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,USA,1284.0,3206.0,Text10827,Category3
Bosch,Model10828,701.0,A++,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,7.0,India,1843.0,3947.0,Text10828,Category3
Electrolux,Model10829,794.0,A+,Side-by-Side,Water Dispenser,White,Plastic,1.0,Germany,1453.0,1016.0,Text10829,Category1
Haier,Model10830,187.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,China,1818.0,2548.0,Text10830,Category1
Electrolux,Model10831,125.0,A++,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,7.0,USA,877.0,2461.0,Text10831,Category2
Haier,Model10832,719.0,A+,Double Door,Water Dispenser,,Stainless Steel,7.0,USA,1901.0,2037.0,Text10832,Category1
Bosch,Model10833,452.0,B,Double Door,,Black,Stainless Steel,1.0,China,611.0,1170.0,Text10833,Category1
Samsung,Model10834,214.0,A++,Double Door,None,Gray,Stainless Steel,1.0,Germany,953.0,1317.0,Text10834,Category2
Samsung,Model10835,709.0,B,Single Door,Water Dispenser,Black,Stainless Steel,1.0,USA,472.0,2514.0,Text10835,Category3
Panasonic,Model10836,,B,Double Door,Smart Connectivity,Silver,Stainless Steel,2.0,India,,2006.0,Text10836,Category1
Samsung,Model10837,694.0,A,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,4.0,,753.0,3002.0,Text10837,Category2
Bosch,Model10838,715.0,A+,Double Door,Water Dispenser,Gray,Glass,1.0,,400.0,4222.0,Text10838,Category2
Samsung,Model10839,192.0,A,Double Door,,Black,Plastic,3.0,India,1837.0,,Text10839,Category1
GE,Model10840,449.0,A+,,Smart Connectivity,Black,Stainless Steel,5.0,Germany,,4527.0,Text10840,Category2
Samsung,Model10841,648.0,A++,Single Door,Smart Connectivity,Gray,Glass,8.0,India,1610.0,1055.0,Text10841,Category1
Bosch,Model10842,284.0,B,Side-by-Side,Water Dispenser,Black,Plastic,4.0,China,1902.0,4614.0,Text10842,Category2
Panasonic,Model10843,384.0,A,Single Door,Smart Connectivity,Gray,,5.0,Germany,392.0,4561.0,Text10843,Category1
LG,Model10844,575.0,A++,,Ice Dispenser,White,Plastic,8.0,USA,783.0,1802.0,Text10844,Category1
Siemens,Model10845,271.0,A++,Double Door,Ice Dispenser,Silver,Stainless Steel,8.0,Germany,1116.0,2287.0,Text10845,Category3
Bosch,,658.0,B,Side-by-Side,None,Black,Plastic,7.0,Germany,,3413.0,Text10846,Category2
Panasonic,Model10847,640.0,A++,Double Door,Ice Dispenser,Black,Glass,9.0,China,587.0,1559.0,Text10847,Category3
GE,Model10848,314.0,A,Double Door,Smart Connectivity,White,Stainless Steel,9.0,China,1555.0,3387.0,Text10848,Category3
Frigidaire,Model10849,484.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,5.0,USA,665.0,2307.0,Text10849,Category2
Haier,Model10850,461.0,A++,Side-by-Side,None,Silver,Stainless Steel,2.0,India,679.0,,Text10850,Category3
Frigidaire,Model10851,549.0,A+,Double Door,None,Silver,Plastic,1.0,USA,741.0,4936.0,Text10851,Category1
Haier,Model10852,719.0,A,Single Door,Smart Connectivity,Silver,Plastic,5.0,Germany,611.0,3255.0,Text10852,Category3
GE,Model10853,189.0,A++,Double Door,None,Silver,Glass,4.0,Germany,799.0,2898.0,Text10853,Category1
Siemens,Model10854,712.0,B,Double Door,Ice Dispenser,White,Glass,9.0,USA,536.0,1640.0,Text10854,Category3
Frigidaire,Model10855,258.0,A+,Side-by-Side,None,Black,Glass,1.0,Germany,869.0,1962.0,Text10855,Category3
Electrolux,Model10856,609.0,A+,Side-by-Side,Ice Dispenser,Gray,Glass,1.0,USA,1167.0,2191.0,Text10856,Category2
Whirlpool,Model10857,797.0,A++,Side-by-Side,Smart Connectivity,Silver,Glass,5.0,China,720.0,2441.0,Text10857,Category1
Samsung,Model10858,658.0,B,Single Door,None,Gray,Stainless Steel,1.0,USA,599.0,2978.0,Text10858,Category3
Whirlpool,Model10859,701.0,A+,Double Door,Water Dispenser,White,Glass,4.0,India,507.0,3830.0,Text10859,Category3
Frigidaire,Model10860,753.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,2.0,China,1461.0,1556.0,Text10860,Category1
Samsung,Model10861,364.0,B,Side-by-Side,Ice Dispenser,Gray,Plastic,5.0,China,807.0,2804.0,Text10861,Category3
Samsung,Model10862,347.0,A++,Double Door,None,Black,Plastic,4.0,China,1877.0,1255.0,Text10862,Category1
Panasonic,Model10863,505.0,B,Double Door,None,White,Glass,4.0,India,647.0,3997.0,Text10863,Category2
Panasonic,Model10864,705.0,B,Side-by-Side,None,Silver,Stainless Steel,8.0,China,490.0,4996.0,Text10864,Category1
Electrolux,Model10865,621.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,2.0,USA,1183.0,1252.0,Text10865,Category3
Whirlpool,Model10866,701.0,A+,Single Door,Smart Connectivity,Silver,Plastic,,Germany,801.0,1633.0,Text10866,Category1
Siemens,Model10867,253.0,A+,Double Door,Water Dispenser,White,Glass,3.0,India,1028.0,,Text10867,Category3
Whirlpool,,665.0,A+,Double Door,,Silver,Glass,3.0,China,1429.0,2973.0,Text10868,Category3
Frigidaire,Model10869,325.0,A,Single Door,Smart Connectivity,,Glass,,USA,1069.0,2707.0,Text10869,Category2
Siemens,Model10870,262.0,A+,,None,Gray,Glass,5.0,Germany,1027.0,,Text10870,Category3
Electrolux,Model10871,770.0,A,Side-by-Side,Smart Connectivity,Silver,Glass,8.0,China,354.0,1763.0,Text10871,Category3
Samsung,,225.0,A++,,None,Gray,Glass,9.0,USA,948.0,1382.0,,Category2
GE,Model10873,730.0,A,Single Door,,White,Glass,2.0,India,307.0,4305.0,Text10873,Category1
Samsung,Model10874,238.0,A++,Side-by-Side,Ice Dispenser,Black,Glass,,China,677.0,3281.0,Text10874,Category2
Panasonic,,557.0,B,Side-by-Side,None,White,Stainless Steel,7.0,Germany,1316.0,1959.0,Text10875,Category1
Panasonic,Model10876,602.0,A,Side-by-Side,None,White,Plastic,9.0,USA,,3340.0,Text10876,Category3
Panasonic,Model10877,743.0,A++,Double Door,Water Dispenser,Gray,Glass,,China,944.0,3998.0,Text10877,Category3
Frigidaire,,167.0,A,Side-by-Side,Water Dispenser,Black,Plastic,,India,1506.0,2427.0,Text10878,Category2
Electrolux,Model10879,475.0,A+,Single Door,Water Dispenser,Silver,Plastic,2.0,India,1682.0,3444.0,Text10879,Category1
